activity_name,reference_product,reference_product_amount,material_type,country_or_region,subdivision,description,publication_year,citation,completedness_flag,input/output,compound_or_material,indicator_value,indicator_uom,compartment,comments
Wool - greasy wool (merino) - production (farm),Wool - greasy wool (merino),1.0,Wool,Australia,New South Wales,"Source in document: Table 1; Reference in the document: Wiedemann S, Yan M-J, Henry B, Murphy C (2016) Resource use and greenhouse gas emissions from three wool production regions in Australia. J Clean Prod 122:121–132",2020.0,"Wiedemann, S., Biggs, L., Nebel, B. et al. Environmental impacts associated with the production, use, and end-of-life of a woolen garment. Int J Life Cycle Assess 25, 1486–1499 (2020). https://doi.org/10.1007/s11367-020-01766-0",Incomplete Elementary Flows,Input,Diesel,0.101462983780312,L,,
Wool - greasy wool (merino) - production (farm),Wool - greasy wool (merino),1.0,Wool,Australia,New South Wales,"Source in document: Table 1; Reference in the document: Wiedemann S, Yan M-J, Henry B, Murphy C (2016) Resource use and greenhouse gas emissions from three wool production regions in Australia. J Clean Prod 122:121–132",2020.0,"Wiedemann, S., Biggs, L., Nebel, B. et al. Environmental impacts associated with the production, use, and end-of-life of a woolen garment. Int J Life Cycle Assess 25, 1486–1499 (2020). https://doi.org/10.1007/s11367-020-01766-0",Incomplete Elementary Flows,Input,Electricity,0.264535089127991,kWh,,
Wool - greasy wool (merino) - production (farm),Wool - greasy wool (merino),1.0,Wool,Australia,New South Wales,"Source in document: Table 1; Reference in the document: Wiedemann S, Yan M-J, Henry B, Murphy C (2016) Resource use and greenhouse gas emissions from three wool production regions in Australia. J Clean Prod 122:121–132",2020.0,"Wiedemann, S., Biggs, L., Nebel, B. et al. Environmental impacts associated with the production, use, and end-of-life of a woolen garment. Int J Life Cycle Assess 25, 1486–1499 (2020). https://doi.org/10.1007/s11367-020-01766-0",Incomplete Elementary Flows,Input,Fertilizer,0.000701782559820138,t,,
Wool - greasy wool (merino) - production (farm),Wool - greasy wool (merino),1.0,Wool,Australia,New South Wales,"Source in document: Table 1; Reference in the document: Wiedemann S, Yan M-J, Henry B, Murphy C (2016) Resource use and greenhouse gas emissions from three wool production regions in Australia. J Clean Prod 122:121–132",2020.0,"Wiedemann, S., Biggs, L., Nebel, B. et al. Environmental impacts associated with the production, use, and end-of-life of a woolen garment. Int J Life Cycle Assess 25, 1486–1499 (2020). https://doi.org/10.1007/s11367-020-01766-0",Incomplete Elementary Flows,Input,Land Use,0.0238975429580858,Ha,,
Wool - greasy wool (merino) - production (farm),Wool - greasy wool (merino),1.0,Wool,Australia,New South Wales,"Source in document: Table 1; Reference in the document: Wiedemann S, Yan M-J, Henry B, Murphy C (2016) Resource use and greenhouse gas emissions from three wool production regions in Australia. J Clean Prod 122:121–132",2020.0,"Wiedemann, S., Biggs, L., Nebel, B. et al. Environmental impacts associated with the production, use, and end-of-life of a woolen garment. Int J Life Cycle Assess 25, 1486–1499 (2020). https://doi.org/10.1007/s11367-020-01766-0",Incomplete Elementary Flows,Input,Lime,0.00011080777260318,t,,
Wool - greasy wool (merino) - production (farm),Wool - greasy wool (merino),1.0,Wool,Australia,New South Wales,"Source in document: Table 1; Reference in the document: Wiedemann S, Yan M-J, Henry B, Murphy C (2016) Resource use and greenhouse gas emissions from three wool production regions in Australia. J Clean Prod 122:121–132",2020.0,"Wiedemann, S., Biggs, L., Nebel, B. et al. Environmental impacts associated with the production, use, and end-of-life of a woolen garment. Int J Life Cycle Assess 25, 1486–1499 (2020). https://doi.org/10.1007/s11367-020-01766-0",Incomplete Elementary Flows,Input,Petrol,0.0777870563674322,L,,
Wool - greasy wool (merino) - production (farm),Wool - greasy wool (merino),1.0,Wool,Australia,New South Wales,"Source in document: Table 1; Reference in the document: Wiedemann S, Yan M-J, Henry B, Murphy C (2016) Resource use and greenhouse gas emissions from three wool production regions in Australia. J Clean Prod 122:121–132",2020.0,"Wiedemann, S., Biggs, L., Nebel, B. et al. Environmental impacts associated with the production, use, and end-of-life of a woolen garment. Int J Life Cycle Assess 25, 1486–1499 (2020). https://doi.org/10.1007/s11367-020-01766-0",Incomplete Elementary Flows,Input,Water,0.000225309137626465,ML,,
Wool - greasy wool (merino) - production (farm),Wool - greasy wool (merino),1.0,Wool,Australia,Western Australia,"Source in document: Table 1; Reference in the document: Wiedemann S, Yan M-J, Henry B, Murphy C (2016) Resource use and greenhouse gas emissions from three wool production regions in Australia. J Clean Prod 122:121–132",2020.0,"Wiedemann, S., Biggs, L., Nebel, B. et al. Environmental impacts associated with the production, use, and end-of-life of a woolen garment. Int J Life Cycle Assess 25, 1486–1499 (2020). https://doi.org/10.1007/s11367-020-01766-0",Incomplete Elementary Flows,Input,Diesel,0.153059206892743,L,,
Wool - greasy wool (merino) - production (farm),Wool - greasy wool (merino),1.0,Wool,Australia,Western Australia,"Source in document: Table 1; Reference in the document: Wiedemann S, Yan M-J, Henry B, Murphy C (2016) Resource use and greenhouse gas emissions from three wool production regions in Australia. J Clean Prod 122:121–132",2020.0,"Wiedemann, S., Biggs, L., Nebel, B. et al. Environmental impacts associated with the production, use, and end-of-life of a woolen garment. Int J Life Cycle Assess 25, 1486–1499 (2020). https://doi.org/10.1007/s11367-020-01766-0",Incomplete Elementary Flows,Input,Electricity,0.100959074339998,kWh,,
Wool - greasy wool (merino) - production (farm),Wool - greasy wool (merino),1.0,Wool,Australia,Western Australia,"Source in document: Table 1; Reference in the document: Wiedemann S, Yan M-J, Henry B, Murphy C (2016) Resource use and greenhouse gas emissions from three wool production regions in Australia. J Clean Prod 122:121–132",2020.0,"Wiedemann, S., Biggs, L., Nebel, B. et al. Environmental impacts associated with the production, use, and end-of-life of a woolen garment. Int J Life Cycle Assess 25, 1486–1499 (2020). https://doi.org/10.1007/s11367-020-01766-0",Incomplete Elementary Flows,Input,Fertilizer,0.00166077543355794,t,,
Wool - greasy wool (merino) - production (farm),Wool - greasy wool (merino),1.0,Wool,Australia,Western Australia,"Source in document: Table 1; Reference in the document: Wiedemann S, Yan M-J, Henry B, Murphy C (2016) Resource use and greenhouse gas emissions from three wool production regions in Australia. J Clean Prod 122:121–132",2020.0,"Wiedemann, S., Biggs, L., Nebel, B. et al. Environmental impacts associated with the production, use, and end-of-life of a woolen garment. Int J Life Cycle Assess 25, 1486–1499 (2020). https://doi.org/10.1007/s11367-020-01766-0",Incomplete Elementary Flows,Input,Land Use,0.0385996354799514,Ha,,
Wool - greasy wool (merino) - production (farm),Wool - greasy wool (merino),1.0,Wool,Australia,Western Australia,"Source in document: Table 1; Reference in the document: Wiedemann S, Yan M-J, Henry B, Murphy C (2016) Resource use and greenhouse gas emissions from three wool production regions in Australia. J Clean Prod 122:121–132",2020.0,"Wiedemann, S., Biggs, L., Nebel, B. et al. Environmental impacts associated with the production, use, and end-of-life of a woolen garment. Int J Life Cycle Assess 25, 1486–1499 (2020). https://doi.org/10.1007/s11367-020-01766-0",Incomplete Elementary Flows,Input,Lime,0.00117861482381531,t,,
Wool - greasy wool (merino) - production (farm),Wool - greasy wool (merino),1.0,Wool,Australia,Western Australia,"Source in document: Table 1; Reference in the document: Wiedemann S, Yan M-J, Henry B, Murphy C (2016) Resource use and greenhouse gas emissions from three wool production regions in Australia. J Clean Prod 122:121–132",2020.0,"Wiedemann, S., Biggs, L., Nebel, B. et al. Environmental impacts associated with the production, use, and end-of-life of a woolen garment. Int J Life Cycle Assess 25, 1486–1499 (2020). https://doi.org/10.1007/s11367-020-01766-0",Incomplete Elementary Flows,Input,Petrol,0.0594129018005081,L,,
Wool - greasy wool (merino) - production (farm),Wool - greasy wool (merino),1.0,Wool,Australia,Western Australia,"Source in document: Table 1; Reference in the document: Wiedemann S, Yan M-J, Henry B, Murphy C (2016) Resource use and greenhouse gas emissions from three wool production regions in Australia. J Clean Prod 122:121–132",2020.0,"Wiedemann, S., Biggs, L., Nebel, B. et al. Environmental impacts associated with the production, use, and end-of-life of a woolen garment. Int J Life Cycle Assess 25, 1486–1499 (2020). https://doi.org/10.1007/s11367-020-01766-0",Incomplete Elementary Flows,Input,Water,0.000412515188335358,ML,,
Wool - recycled wool fiber (MWool® fiber) - production,Wool - recycled wool fiber,1.0,Wool,Italy,,"The dataset contains information for the collection of pre and post consumer wool, sorting and accessory removal, transportation, second sorting and recycling treatment. This dataset uses economic allocation. For more information please refer to the citation.",2022.0,"Bianco, I.; Gerboni, R.; Picerno, G.; Blengini, G.A. Life Cycle Assessment (LCA) of MWool® RecycledWool Fibers. Resources 2022, 11, 41. https://doi.org/10.3390/ resources11050041",Elementary Flows Were Filtered Based On Master List,Input,"Diesel, Burned In Building Machine {Glo}| Market For Diesel, Burned In Building Machine | Cut-Off, S",0.20277324,MJ,,
Wool - recycled wool fiber (MWool® fiber) - production,Wool - recycled wool fiber,1.0,Wool,Italy,,"The dataset contains information for the collection of pre and post consumer wool, sorting and accessory removal, transportation, second sorting and recycling treatment. This dataset uses economic allocation. For more information please refer to the citation.",2022.0,"Bianco, I.; Gerboni, R.; Picerno, G.; Blengini, G.A. Life Cycle Assessment (LCA) of MWool® RecycledWool Fibers. Resources 2022, 11, 41. https://doi.org/10.3390/ resources11050041",Elementary Flows Were Filtered Based On Master List,Input,"Electricity, High Voltage {Ch}| Electricity, High Voltage, Nuclear, Import From France | Cut-Off, S",0.0592318465755581,MJ,,
Wool - recycled wool fiber (MWool® fiber) - production,Wool - recycled wool fiber,1.0,Wool,Italy,,"The dataset contains information for the collection of pre and post consumer wool, sorting and accessory removal, transportation, second sorting and recycling treatment. This dataset uses economic allocation. For more information please refer to the citation.",2022.0,"Bianco, I.; Gerboni, R.; Picerno, G.; Blengini, G.A. Life Cycle Assessment (LCA) of MWool® RecycledWool Fibers. Resources 2022, 11, 41. https://doi.org/10.3390/ resources11050041",Elementary Flows Were Filtered Based On Master List,Input,"Electricity, High Voltage {It}| Electricity Production, Hard Coal | Cut-Off, S",0.09006797779272,MJ,,
Wool - recycled wool fiber (MWool® fiber) - production,Wool - recycled wool fiber,1.0,Wool,Italy,,"The dataset contains information for the collection of pre and post consumer wool, sorting and accessory removal, transportation, second sorting and recycling treatment. This dataset uses economic allocation. For more information please refer to the citation.",2022.0,"Bianco, I.; Gerboni, R.; Picerno, G.; Blengini, G.A. Life Cycle Assessment (LCA) of MWool® RecycledWool Fibers. Resources 2022, 11, 41. https://doi.org/10.3390/ resources11050041",Elementary Flows Were Filtered Based On Master List,Input,"Electricity, High Voltage {It}| Electricity Production, Hydro, Pumped Storage | Cut-Off, S",0.002967757122672,MJ,,
Wool - recycled wool fiber (MWool® fiber) - production,Wool - recycled wool fiber,1.0,Wool,Italy,,"The dataset contains information for the collection of pre and post consumer wool, sorting and accessory removal, transportation, second sorting and recycling treatment. This dataset uses economic allocation. For more information please refer to the citation.",2022.0,"Bianco, I.; Gerboni, R.; Picerno, G.; Blengini, G.A. Life Cycle Assessment (LCA) of MWool® RecycledWool Fibers. Resources 2022, 11, 41. https://doi.org/10.3390/ resources11050041",Elementary Flows Were Filtered Based On Master List,Input,"Electricity, High Voltage {It}| Electricity Production, Hydro, Reservoir, Alpine Region | Cut-Off, S",0.002967757122672,MJ,,
Wool - recycled wool fiber (MWool® fiber) - production,Wool - recycled wool fiber,1.0,Wool,Italy,,"The dataset contains information for the collection of pre and post consumer wool, sorting and accessory removal, transportation, second sorting and recycling treatment. This dataset uses economic allocation. For more information please refer to the citation.",2022.0,"Bianco, I.; Gerboni, R.; Picerno, G.; Blengini, G.A. Life Cycle Assessment (LCA) of MWool® RecycledWool Fibers. Resources 2022, 11, 41. https://doi.org/10.3390/ resources11050041",Elementary Flows Were Filtered Based On Master List,Input,"Electricity, High Voltage {It}| Electricity Production, Hydro, Run-Of-River | Cut-Off, S",0.002967757122672,MJ,,
Wool - recycled wool fiber (MWool® fiber) - production,Wool - recycled wool fiber,1.0,Wool,Italy,,"The dataset contains information for the collection of pre and post consumer wool, sorting and accessory removal, transportation, second sorting and recycling treatment. This dataset uses economic allocation. For more information please refer to the citation.",2022.0,"Bianco, I.; Gerboni, R.; Picerno, G.; Blengini, G.A. Life Cycle Assessment (LCA) of MWool® RecycledWool Fibers. Resources 2022, 11, 41. https://doi.org/10.3390/ resources11050041",Elementary Flows Were Filtered Based On Master List,Input,"Electricity, High Voltage {It}| Electricity Production, Lignite | Cut-Off, S",0.002795213103912,MJ,,
Wool - recycled wool fiber (MWool® fiber) - production,Wool - recycled wool fiber,1.0,Wool,Italy,,"The dataset contains information for the collection of pre and post consumer wool, sorting and accessory removal, transportation, second sorting and recycling treatment. This dataset uses economic allocation. For more information please refer to the citation.",2022.0,"Bianco, I.; Gerboni, R.; Picerno, G.; Blengini, G.A. Life Cycle Assessment (LCA) of MWool® RecycledWool Fibers. Resources 2022, 11, 41. https://doi.org/10.3390/ resources11050041",Elementary Flows Were Filtered Based On Master List,Input,"Electricity, High Voltage {It}| Electricity Production, Natural Gas, Combined Cycle Power Plant | Cut-Off, S",0.140873564116602,MJ,,
Wool - recycled wool fiber (MWool® fiber) - production,Wool - recycled wool fiber,1.0,Wool,Italy,,"The dataset contains information for the collection of pre and post consumer wool, sorting and accessory removal, transportation, second sorting and recycling treatment. This dataset uses economic allocation. For more information please refer to the citation.",2022.0,"Bianco, I.; Gerboni, R.; Picerno, G.; Blengini, G.A. Life Cycle Assessment (LCA) of MWool® RecycledWool Fibers. Resources 2022, 11, 41. https://doi.org/10.3390/ resources11050041",Elementary Flows Were Filtered Based On Master List,Input,"Electricity, High Voltage {It}| Electricity Production, Natural Gas, Conventional Power Plant | Cut-Off, S",0.140873564116602,MJ,,
Wool - recycled wool fiber (MWool® fiber) - production,Wool - recycled wool fiber,1.0,Wool,Italy,,"The dataset contains information for the collection of pre and post consumer wool, sorting and accessory removal, transportation, second sorting and recycling treatment. This dataset uses economic allocation. For more information please refer to the citation.",2022.0,"Bianco, I.; Gerboni, R.; Picerno, G.; Blengini, G.A. Life Cycle Assessment (LCA) of MWool® RecycledWool Fibers. Resources 2022, 11, 41. https://doi.org/10.3390/ resources11050041",Elementary Flows Were Filtered Based On Master List,Input,"Electricity, High Voltage {It}| Electricity Production, Oil | Cut-Off, S",0.020032360578036,MJ,,
Wool - recycled wool fiber (MWool® fiber) - production,Wool - recycled wool fiber,1.0,Wool,Italy,,"The dataset contains information for the collection of pre and post consumer wool, sorting and accessory removal, transportation, second sorting and recycling treatment. This dataset uses economic allocation. For more information please refer to the citation.",2022.0,"Bianco, I.; Gerboni, R.; Picerno, G.; Blengini, G.A. Life Cycle Assessment (LCA) of MWool® RecycledWool Fibers. Resources 2022, 11, 41. https://doi.org/10.3390/ resources11050041",Elementary Flows Were Filtered Based On Master List,Input,"Electricity, High Voltage {It}| Electricity Production, Wind, <1Mw Turbine, Onshore | Cut-Off, S",0.0030195203283,MJ,,
Wool - recycled wool fiber (MWool® fiber) - production,Wool - recycled wool fiber,1.0,Wool,Italy,,"The dataset contains information for the collection of pre and post consumer wool, sorting and accessory removal, transportation, second sorting and recycling treatment. This dataset uses economic allocation. For more information please refer to the citation.",2022.0,"Bianco, I.; Gerboni, R.; Picerno, G.; Blengini, G.A. Life Cycle Assessment (LCA) of MWool® RecycledWool Fibers. Resources 2022, 11, 41. https://doi.org/10.3390/ resources11050041",Elementary Flows Were Filtered Based On Master List,Input,"Electricity, High Voltage {It}| Electricity Production, Wind, >3Mw Turbine, Onshore | Cut-Off, S",0.0030195203283,MJ,,
Wool - recycled wool fiber (MWool® fiber) - production,Wool - recycled wool fiber,1.0,Wool,Italy,,"The dataset contains information for the collection of pre and post consumer wool, sorting and accessory removal, transportation, second sorting and recycling treatment. This dataset uses economic allocation. For more information please refer to the citation.",2022.0,"Bianco, I.; Gerboni, R.; Picerno, G.; Blengini, G.A. Life Cycle Assessment (LCA) of MWool® RecycledWool Fibers. Resources 2022, 11, 41. https://doi.org/10.3390/ resources11050041",Elementary Flows Were Filtered Based On Master List,Input,"Electricity, High Voltage {It}| Electricity Production, Wind, 1-3Mw Turbine, Onshore | Cut-Off, S",0.0030195203283,MJ,,
Wool - recycled wool fiber (MWool® fiber) - production,Wool - recycled wool fiber,1.0,Wool,Italy,,"The dataset contains information for the collection of pre and post consumer wool, sorting and accessory removal, transportation, second sorting and recycling treatment. This dataset uses economic allocation. For more information please refer to the citation.",2022.0,"Bianco, I.; Gerboni, R.; Picerno, G.; Blengini, G.A. Life Cycle Assessment (LCA) of MWool® RecycledWool Fibers. Resources 2022, 11, 41. https://doi.org/10.3390/ resources11050041",Elementary Flows Were Filtered Based On Master List,Input,"Electricity, High Voltage {Nl}| Electricity Production, Hard Coal | Cut-Off, S",0.00087727264039584,MJ,,
Wool - recycled wool fiber (MWool® fiber) - production,Wool - recycled wool fiber,1.0,Wool,Italy,,"The dataset contains information for the collection of pre and post consumer wool, sorting and accessory removal, transportation, second sorting and recycling treatment. This dataset uses economic allocation. For more information please refer to the citation.",2022.0,"Bianco, I.; Gerboni, R.; Picerno, G.; Blengini, G.A. Life Cycle Assessment (LCA) of MWool® RecycledWool Fibers. Resources 2022, 11, 41. https://doi.org/10.3390/ resources11050041",Elementary Flows Were Filtered Based On Master List,Input,"Electricity, High Voltage {Nl}| Electricity Production, Hydro, Run-Of-River | Cut-Off, S",5.913287419104e-05,MJ,,
Wool - recycled wool fiber (MWool® fiber) - production,Wool - recycled wool fiber,1.0,Wool,Italy,,"The dataset contains information for the collection of pre and post consumer wool, sorting and accessory removal, transportation, second sorting and recycling treatment. This dataset uses economic allocation. For more information please refer to the citation.",2022.0,"Bianco, I.; Gerboni, R.; Picerno, G.; Blengini, G.A. Life Cycle Assessment (LCA) of MWool® RecycledWool Fibers. Resources 2022, 11, 41. https://doi.org/10.3390/ resources11050041",Elementary Flows Were Filtered Based On Master List,Input,"Electricity, High Voltage {Nl}| Electricity Production, Natural Gas, 10Mw | Cut-Off, S",0.0057431791508832,MJ,,
Wool - recycled wool fiber (MWool® fiber) - production,Wool - recycled wool fiber,1.0,Wool,Italy,,"The dataset contains information for the collection of pre and post consumer wool, sorting and accessory removal, transportation, second sorting and recycling treatment. This dataset uses economic allocation. For more information please refer to the citation.",2022.0,"Bianco, I.; Gerboni, R.; Picerno, G.; Blengini, G.A. Life Cycle Assessment (LCA) of MWool® RecycledWool Fibers. Resources 2022, 11, 41. https://doi.org/10.3390/ resources11050041",Elementary Flows Were Filtered Based On Master List,Input,"Electricity, High Voltage {Nl}| Electricity Production, Oil | Cut-Off, S",0.00022924114241184,MJ,,
Wool - recycled wool fiber (MWool® fiber) - production,Wool - recycled wool fiber,1.0,Wool,Italy,,"The dataset contains information for the collection of pre and post consumer wool, sorting and accessory removal, transportation, second sorting and recycling treatment. This dataset uses economic allocation. For more information please refer to the citation.",2022.0,"Bianco, I.; Gerboni, R.; Picerno, G.; Blengini, G.A. Life Cycle Assessment (LCA) of MWool® RecycledWool Fibers. Resources 2022, 11, 41. https://doi.org/10.3390/ resources11050041",Elementary Flows Were Filtered Based On Master List,Input,"Electricity, High Voltage {Nl}| Electricity Production, Wind, <1Mw Turbine, Onshore | Cut-Off, S",6.48031497984e-06,MJ,,
Wool - recycled wool fiber (MWool® fiber) - production,Wool - recycled wool fiber,1.0,Wool,Italy,,"The dataset contains information for the collection of pre and post consumer wool, sorting and accessory removal, transportation, second sorting and recycling treatment. This dataset uses economic allocation. For more information please refer to the citation.",2022.0,"Bianco, I.; Gerboni, R.; Picerno, G.; Blengini, G.A. Life Cycle Assessment (LCA) of MWool® RecycledWool Fibers. Resources 2022, 11, 41. https://doi.org/10.3390/ resources11050041",Elementary Flows Were Filtered Based On Master List,Input,"Electricity, High Voltage {Nl}| Electricity Production, Wind, >3Mw Turbine, Onshore | Cut-Off, S",6.48031497984e-06,MJ,,
Wool - recycled wool fiber (MWool® fiber) - production,Wool - recycled wool fiber,1.0,Wool,Italy,,"The dataset contains information for the collection of pre and post consumer wool, sorting and accessory removal, transportation, second sorting and recycling treatment. This dataset uses economic allocation. For more information please refer to the citation.",2022.0,"Bianco, I.; Gerboni, R.; Picerno, G.; Blengini, G.A. Life Cycle Assessment (LCA) of MWool® RecycledWool Fibers. Resources 2022, 11, 41. https://doi.org/10.3390/ resources11050041",Elementary Flows Were Filtered Based On Master List,Input,"Electricity, High Voltage {Nl}| Electricity Production, Wind, 1-3Mw Turbine, Onshore | Cut-Off, S",6.48031497984e-06,MJ,,
Wool - recycled wool fiber (MWool® fiber) - production,Wool - recycled wool fiber,1.0,Wool,Italy,,"The dataset contains information for the collection of pre and post consumer wool, sorting and accessory removal, transportation, second sorting and recycling treatment. This dataset uses economic allocation. For more information please refer to the citation.",2022.0,"Bianco, I.; Gerboni, R.; Picerno, G.; Blengini, G.A. Life Cycle Assessment (LCA) of MWool® RecycledWool Fibers. Resources 2022, 11, 41. https://doi.org/10.3390/ resources11050041",Elementary Flows Were Filtered Based On Master List,Input,"Electricity, High Voltage {Rer}| Sulfate Pulp Production, From Softwood, Bleached | Cut-Off, S",0.008955034573644,MJ,,
Wool - recycled wool fiber (MWool® fiber) - production,Wool - recycled wool fiber,1.0,Wool,Italy,,"The dataset contains information for the collection of pre and post consumer wool, sorting and accessory removal, transportation, second sorting and recycling treatment. This dataset uses economic allocation. For more information please refer to the citation.",2022.0,"Bianco, I.; Gerboni, R.; Picerno, G.; Blengini, G.A. Life Cycle Assessment (LCA) of MWool® RecycledWool Fibers. Resources 2022, 11, 41. https://doi.org/10.3390/ resources11050041",Elementary Flows Were Filtered Based On Master List,Input,"Electricity, Low Voltage {In-Western Grid}| Market For Electricity, Low Voltage | Cut-Off, S",0.032493483212616,MJ,,
Wool - recycled wool fiber (MWool® fiber) - production,Wool - recycled wool fiber,1.0,Wool,Italy,,"The dataset contains information for the collection of pre and post consumer wool, sorting and accessory removal, transportation, second sorting and recycling treatment. This dataset uses economic allocation. For more information please refer to the citation.",2022.0,"Bianco, I.; Gerboni, R.; Picerno, G.; Blengini, G.A. Life Cycle Assessment (LCA) of MWool® RecycledWool Fibers. Resources 2022, 11, 41. https://doi.org/10.3390/ resources11050041",Elementary Flows Were Filtered Based On Master List,Input,"Electricity, Low Voltage {It}| Electricity Production, Photovoltaic, 3Kwp Slanted-Roof Installation, Multi-Si, Panel, Mounted | Cut-Off, S",0.008661709741752,MJ,,
Wool - recycled wool fiber (MWool® fiber) - production,Wool - recycled wool fiber,1.0,Wool,Italy,,"The dataset contains information for the collection of pre and post consumer wool, sorting and accessory removal, transportation, second sorting and recycling treatment. This dataset uses economic allocation. For more information please refer to the citation.",2022.0,"Bianco, I.; Gerboni, R.; Picerno, G.; Blengini, G.A. Life Cycle Assessment (LCA) of MWool® RecycledWool Fibers. Resources 2022, 11, 41. https://doi.org/10.3390/ resources11050041",Elementary Flows Were Filtered Based On Master List,Input,"Electricity, Low Voltage {It}| Electricity Production, Photovoltaic, 3Kwp Slanted-Roof Installation, Single-Si, Panel, Mounted | Cut-Off, S",0.008661709741752,MJ,,
Wool - recycled wool fiber (MWool® fiber) - production,Wool - recycled wool fiber,1.0,Wool,Italy,,"The dataset contains information for the collection of pre and post consumer wool, sorting and accessory removal, transportation, second sorting and recycling treatment. This dataset uses economic allocation. For more information please refer to the citation.",2022.0,"Bianco, I.; Gerboni, R.; Picerno, G.; Blengini, G.A. Life Cycle Assessment (LCA) of MWool® RecycledWool Fibers. Resources 2022, 11, 41. https://doi.org/10.3390/ resources11050041",Elementary Flows Were Filtered Based On Master List,Input,"Electricity, Low Voltage {It}| Electricity Production, Photovoltaic, 570Kwp Open Ground Installation, Multi-Si | Cut-Off, S",0.008661709741752,MJ,,
Wool - recycled wool fiber (MWool® fiber) - production,Wool - recycled wool fiber,1.0,Wool,Italy,,"The dataset contains information for the collection of pre and post consumer wool, sorting and accessory removal, transportation, second sorting and recycling treatment. This dataset uses economic allocation. For more information please refer to the citation.",2022.0,"Bianco, I.; Gerboni, R.; Picerno, G.; Blengini, G.A. Life Cycle Assessment (LCA) of MWool® RecycledWool Fibers. Resources 2022, 11, 41. https://doi.org/10.3390/ resources11050041",Elementary Flows Were Filtered Based On Master List,Input,"Electricity, Low Voltage {Nl}| Electricity Production, Photovoltaic, 3Kwp Slanted-Roof Installation, Multi-Si, Panel, Mounted | Cut-Off, S",0.00035128707453216,MJ,,
Wool - recycled wool fiber (MWool® fiber) - production,Wool - recycled wool fiber,1.0,Wool,Italy,,"The dataset contains information for the collection of pre and post consumer wool, sorting and accessory removal, transportation, second sorting and recycling treatment. This dataset uses economic allocation. For more information please refer to the citation.",2022.0,"Bianco, I.; Gerboni, R.; Picerno, G.; Blengini, G.A. Life Cycle Assessment (LCA) of MWool® RecycledWool Fibers. Resources 2022, 11, 41. https://doi.org/10.3390/ resources11050041",Elementary Flows Were Filtered Based On Master List,Input,"Electricity, Low Voltage {Nl}| Electricity Production, Photovoltaic, 3Kwp Slanted-Roof Installation, Single-Si, Panel, Mounted | Cut-Off, S",0.00035128707453216,MJ,,
Wool - recycled wool fiber (MWool® fiber) - production,Wool - recycled wool fiber,1.0,Wool,Italy,,"The dataset contains information for the collection of pre and post consumer wool, sorting and accessory removal, transportation, second sorting and recycling treatment. This dataset uses economic allocation. For more information please refer to the citation.",2022.0,"Bianco, I.; Gerboni, R.; Picerno, G.; Blengini, G.A. Life Cycle Assessment (LCA) of MWool® RecycledWool Fibers. Resources 2022, 11, 41. https://doi.org/10.3390/ resources11050041",Elementary Flows Were Filtered Based On Master List,Input,"Electricity, Low Voltage {Nl}| Electricity Production, Photovoltaic, 570Kwp Open Ground Installation, Multi-Si | Cut-Off, S",0.00035128707453216,MJ,,
Wool - recycled wool fiber (MWool® fiber) - production,Wool - recycled wool fiber,1.0,Wool,Italy,,"The dataset contains information for the collection of pre and post consumer wool, sorting and accessory removal, transportation, second sorting and recycling treatment. This dataset uses economic allocation. For more information please refer to the citation.",2022.0,"Bianco, I.; Gerboni, R.; Picerno, G.; Blengini, G.A. Life Cycle Assessment (LCA) of MWool® RecycledWool Fibers. Resources 2022, 11, 41. https://doi.org/10.3390/ resources11050041",Elementary Flows Were Filtered Based On Master List,Input,"Electricity, Low Voltage {Pk}| Market For Electricity, Low Voltage | Cut-Off, S",0.005734144096344,MJ,,
Wool - recycled wool fiber (MWool® fiber) - production,Wool - recycled wool fiber,1.0,Wool,Italy,,"The dataset contains information for the collection of pre and post consumer wool, sorting and accessory removal, transportation, second sorting and recycling treatment. This dataset uses economic allocation. For more information please refer to the citation.",2022.0,"Bianco, I.; Gerboni, R.; Picerno, G.; Blengini, G.A. Life Cycle Assessment (LCA) of MWool® RecycledWool Fibers. Resources 2022, 11, 41. https://doi.org/10.3390/ resources11050041",Elementary Flows Were Filtered Based On Master List,Input,"Electricity, Medium Voltage {Us}| Market Group For Electricity, Medium Voltage | Cut-Off, S",0.0081003937248,MJ,,
Wool - recycled wool fiber (MWool® fiber) - production,Wool - recycled wool fiber,1.0,Wool,Italy,,"The dataset contains information for the collection of pre and post consumer wool, sorting and accessory removal, transportation, second sorting and recycling treatment. This dataset uses economic allocation. For more information please refer to the citation.",2022.0,"Bianco, I.; Gerboni, R.; Picerno, G.; Blengini, G.A. Life Cycle Assessment (LCA) of MWool® RecycledWool Fibers. Resources 2022, 11, 41. https://doi.org/10.3390/ resources11050041",Elementary Flows Were Filtered Based On Master List,Input,"Extrusion, Plastic Film {Glo}| Market For Extrusion, Plastic Film | Cut-Off, S",0.002110880761,kg,,
